unnamed: 0,incident id,incident date,state,city,address,dead,injured,crimetype,participant gender,participant name,participant age group,year,month,day,weekday,loss
9496,,2020-11-13,Pennsylvania,Philadelphia,1700 block of S 30th St,,,Teens,male,,Teen 12-17,2020,11,13,4,
9497,,2020-11-13,Pennsylvania,Philadelphia,1700 block of S 30th St,,,Teens,female,,Teen 12-17,2020,11,13,4,
9498,,2020-11-13,Pennsylvania,Philadelphia,1700 block of S 30th St,,,Teens,female,,Teen 12-17,2020,11,13,4,
9499,,2020-11-12,Michigan,Detroit,Ralston St and Adeline St,,,Teens,male,,Teen 12-17,2020,11,12,3,
9500,,2020-11-12,Oklahoma,Broken Arrow,2525 N Aspen Ave,,,Teens,,,Teen 12-17,2020,11,12,3,
9501,,2020-11-12,Michigan,Detroit,14500 block of Manning St,,,Teens,male,,Teen 12-17,2020,11,12,3,
9502,,2020-11-12,Florida,Orlando,5501 PGA Blvd,,,Teens,,,Teen 12-17,2020,11,12,3,
9503,,2020-11-12,Florida,Lake Wales,10 W Sessoms Ave,,,Teens,male,,Teen 12-17,2020,11,12,3,
9504,,2020-11-12,District of Columbia,Washington,3000 block of Stanton Rd SE,,,Teens,male,,Teen 12-17,2020,11,12,3,
9505,,2020-11-12,North Carolina,Fayetteville,1100 block of Sleepy Hollow Dr,,,Teens,female,,Teen 12-17,2020,11,12,3,
9506,,2020-11-11,Virginia,Burke,10300 block of Steamboat Landing Lane,,,Teens,male,,Teen 12-17,2020,11,11,2,
9507,,2020-11-11,Kentucky,Louisville,2400 block of Dexter St,,,Teens,female,,Teen 12-17,2020,11,11,2,
9508,,2020-11-11,Massachusetts,Worcester,90 Madison St,,,Teens,male,,Teen 12-17,2020,11,11,2,
9509,,2020-11-11,Illinois,Chicago,1442 S Ridgeway Dr,,,Teens,male,,Teen 12-17,2020,11,11,2,
9510,,2020-11-11,Texas,San Antonio,100 block of Obregon St,,,Teens,female,,Teen 12-17,2020,11,11,2,
9511,,2020-11-11,Pennsylvania,Philadelphia,900 block of S Paxon St,,,Teens,male,,Teen 12-17,2020,11,11,2,
9512,,2020-11-11,New York,Bronx,1704 Seward Ave,,,Teens,female,,Teen 12-17,2020,11,11,2,
9513,,2020-11-11,California,Montclair,4600 block of Conoga St,,,Teens,male,,Teen 12-17,2020,11,11,2,
9514,,2020-11-10,Texas,Dallas,3637 Forest Ln,,,Teens,male,,Teen 12-17,2020,11,10,1,
9515,,2020-11-10,Michigan,Detroit,19000 block of Kingsville St,,,Teens,female,,Teen 12-17,2020,11,10,1,
9516,,2020-11-10,Michigan,Detroit,1899 block of Lenore Ave,,,Teens,male,,Teen 12-17,2020,11,10,1,
9517,,2020-11-10,Colorado,Aurora,13480 E Mississippi Ave,,,Teens,male,,Teen 12-17,2020,11,10,1,
9518,,2020-11-10,Georgia,Atlanta,3100 block of Middleton Rd,,,Teens,female,Shaqoyah Higgings,Teen 12-17,2020,11,10,1,
9519,,2020-11-10,Arkansas,Little Rock,S Summit St and W 27th St,,,Teens,male,,Teen 12-17,2020,11,10,1,
9520,,2020-11-10,Florida,Tampa,N 50th St and Sligh Ave,,,Teens,,,Teen 12-17,2020,11,10,1,
9521,,2020-11-10,Massachusetts,New Bedford,Purchase St and Washington St,,,Teens,male,,Teen 12-17,2020,11,10,1,
9522,,2020-11-10,Illinois,Chicago,1000 block of W 32nd Pl,,,Teens,male,,Teen 12-17,2020,11,10,1,
9523,,2020-11-10,Pennsylvania,Philadelphia,1200 block of Carpenter St,,,Teens,male,,Teen 12-17,2020,11,10,1,
9524,,2020-11-09,Texas,San Antonio,7200 block of Horizon Star,,,Teens,male,,Teen 12-17,2020,11,9,0,
9525,,2020-11-09,Illinois,Chicago,1800 block of S St Louis Ave,,,Teens,male,,Teen 12-17,2020,11,9,0,
9526,,2020-11-09,Illinois,Chicago,1800 block of S St Louis Ave,,,Teens,male,,Teen 12-17,2020,11,9,0,
9527,,2020-11-09,New York,Brooklyn,Ralph Ave and Park Pl,,,Teens,male,,Teen 12-17,2020,11,9,0,
9528,,2020-11-09,Wisconsin,Milwaukee,W Locust St and N 27th St,,,Teens,female,,Teen 12-17,2020,11,9,0,
9529,,2020-11-09,Texas,Fort Worth,6250 Granbury Cut Off St,,,Teens,male,,Teen 12-17,2020,11,9,0,
9530,,2020-11-09,Illinois,Chicago,1900 block of S Troy St,,,Teens,male,,Teen 12-17,2020,11,9,0,
9531,,2020-11-09,Maryland,Baltimore,McElderry St and N Curley St,,,Teens,male,,Teen 12-17,2020,11,9,0,
9532,,2020-11-09,New York,Poughkeepsie,Hooker Ave and S Hamilton St,,,Teens,male,,Teen 12-17,2020,11,9,0,
9533,,2020-11-09,Tennessee,Knoxville,2200 block of Martin Luther King Jr Ave,,,Teens,male,,Teen 12-17,2020,11,9,0,
9534,,2020-11-09,Texas,Fort Worth,5310 E Rosedale St,,,Teens,,,Teen 12-17,2020,11,9,0,
9535,,2020-11-09,Texas,Fort Worth,5310 E Rosedale St,,,Teens,,,Teen 12-17,2020,11,9,0,
9536,,2020-11-09,California,Highland,7800 block of Lankershim Ave,,,Teens,male,,Teen 12-17,2020,11,9,0,
9537,,2020-11-08,Louisiana,Vivian,11000 block of Gamm Rd,,,Teens,female,,Teen 12-17,2020,11,8,6,
9538,,2020-11-08,Virginia,Roanoke,2600 block of Salem Turnpike NW,,,Teens,male,,Teen 12-17,2020,11,8,6,
9539,,2020-11-08,Tennessee,Knoxville,1300 block of Pickett Ave,,,Teens,,,Teen 12-17,2020,11,8,6,
9540,,2020-11-08,Tennessee,Knoxville,1300 block of Pickett Ave,,,Teens,,,Teen 12-17,2020,11,8,6,
9541,,2020-11-08,Illinois,Chicago,4400 block of S Campbell Ave,,,Teens,male,,Teen 12-17,2020,11,8,6,
9542,,2020-11-08,Florida,Marianna,4574 Lodge Dr,,,Teens,,,Teen 12-17,2020,11,8,6,
9543,,2020-11-08,Pennsylvania,Philadelphia,9100 block of Academy Rd,,,Teens,male,,Teen 12-17,2020,11,8,6,
9544,,2020-11-08,Pennsylvania,Philadelphia,9100 block of Academy Rd,,,Teens,male,,Teen 12-17,2020,11,8,6,
9545,,2020-11-08,North Carolina,Winston Salem (Winston-salem),1500 block of Gaston St,,,Teens,male,,Teen 12-17,2020,11,8,6,
9546,,2020-11-08,Illinois,Chicago,2700 block of W 25th St,,,Teens,male,,Teen 12-17,2020,11,8,6,
9547,,2020-11-08,Illinois,Chicago,4000 block of W Jackson Blvd,,,Teens,male,,Teen 12-17,2020,11,8,6,
9548,,2020-11-08,Ohio,Columbus,1800 block of Oakland Park Ave,,,Teens,male,,Teen 12-17,2020,11,8,6,
9549,,2020-11-08,Pennsylvania,Philadelphia,500 block of E Allegheny Ave,,,Teens,male,,Teen 12-17,2020,11,8,6,
9550,,2020-11-08,Texas,Midland,1200 block of N Terrell St,,,Teens,,,Teen 12-17,2020,11,8,6,
9551,,2020-11-08,Texas,Midland,1200 block of N Terrell St,,,Teens,male,,Teen 12-17,2020,11,8,6,
9552,,2020-11-08,Louisiana,New Orleans,,,,Teens,female,,Teen 12-17,2020,11,8,6,
9553,,2020-11-08,Massachusetts,Boston,27 Harwood St,,,Teens,,,Teen 12-17,2020,11,8,6,
9554,,2020-11-08,Massachusetts,Boston,27 Harwood St,,,Teens,,,Teen 12-17,2020,11,8,6,
9555,,2020-11-07,California,Highland,7800 block of Lankershim Ave,,,Teens,,,Teen 12-17,2020,11,7,5,
9556,,2020-11-07,Maryland,Gwynn Oak,5900 block of Liberty Rd,,,Teens,female,,Teen 12-17,2020,11,7,5,
9557,,2020-11-07,Illinois,Decatur,1600 block of N Maple Ave,,,Teens,male,,Teen 12-17,2020,11,7,5,
9558,,2020-11-07,Illinois,Decatur,1600 block of N Maple Ave,,,Teens,male,,Teen 12-17,2020,11,7,5,
9559,,2020-11-07,Maryland,Baltimore,1700 block of Fleet St,,,Teens,male,,Teen 12-17,2020,11,7,5,
9560,,2020-11-07,Indiana,Whiting,1300 block of W Fred St,,,Teens,male,,Teen 12-17,2020,11,7,5,
9561,,2020-11-07,Virginia,Virginia Beach,2700 block of N Mall Dr,,,Teens,male,Davion Martinez,Teen 12-17,2020,11,7,5,
9562,,2020-11-07,Virginia,Virginia Beach,2700 block of N Mall Dr,,,Teens,,,Teen 12-17,2020,11,7,5,
9563,,2020-11-07,Virginia,Virginia Beach,2700 block of N Mall Dr,,,Teens,,,Teen 12-17,2020,11,7,5,
9564,,2020-11-07,Mississippi,Mount Olive,Rock Hill Rd,,,Teens,male,,Teen 12-17,2020,11,7,5,
9565,,2020-11-06,California,North Highlands,Myrtle Ave,,,Teens,male,,Teen 12-17,2020,11,6,4,
9566,,2020-11-06,Arizona,Glendale,5752 W Union Hills Dr,,,Teens,female,,Teen 12-17,2020,11,6,4,
9567,,2020-11-06,Ohio,Columbus,2505 Brentnell Blvd,,,Teens,female,,Teen 12-17,2020,11,6,4,
9568,,2020-11-06,Tennessee,Memphis,481 Cynthia Pl,,,Teens,male,,Teen 12-17,2020,11,6,4,
9569,,2020-11-06,Illinois,Springfield,2100 block of S Martin Luther King Jr Dr,,,Teens,male,,Teen 12-17,2020,11,6,4,
9570,,2020-11-06,Illinois,Springfield,2100 block of S Martin Luther King Jr Dr,,,Teens,male,,Teen 12-17,2020,11,6,4,
9571,,2020-11-06,Illinois,Chicago,900 block of N Harding Ave,,,Teens,male,,Teen 12-17,2020,11,6,4,
9572,,2020-11-06,New Jersey,Paterson,Jefferson St and N Main St,,,Teens,male,,Teen 12-17,2020,11,6,4,
9573,,2020-11-06,New Jersey,Paterson,Temple St and Matlock St,,,Teens,,,Teen 12-17,2020,11,6,4,
9574,,2020-11-06,Missouri,Springfield,3000 block of W Olive St,,,Teens,male,Joshua Burtin,Teen 12-17,2020,11,6,4,
9575,,2020-11-05,Texas,Houston,1200 W Tidwell Rd,,,Teens,male,,Teen 12-17,2020,11,5,3,
9576,,2020-11-05,Texas,Houston,6718 Navidad Rd,,,Teens,male,,Teen 12-17,2020,11,5,3,
9577,,2020-11-05,Georgia,Watkinsville,VFW Dr,,,Teens,,,Teen 12-17,2020,11,5,3,
9578,,2020-11-05,Georgia,Watkinsville,VFW Dr,,,Teens,,,Teen 12-17,2020,11,5,3,
9579,,2020-11-05,Michigan,Detroit,6000 block of Brace St,,,Teens,male,,Teen 12-17,2020,11,5,3,
9580,,2020-11-05,Pennsylvania,Philadelphia,6500 block of Elmwood St,,,Teens,male,,Teen 12-17,2020,11,5,3,
9581,,2020-11-05,Massachusetts,Boston,Albert St and Prentiss St,,,Teens,female,,Teen 12-17,2020,11,5,3,
9582,,2020-11-05,Michigan,Saginaw,2700 block of Hazelwood Ave,,,Teens,female,,Teen 12-17,2020,11,5,3,
9583,,2020-11-05,Florida,Jacksonville,800 block of St Clair St,,,Teens,male,,Teen 12-17,2020,11,5,3,
9584,,2020-11-05,Virginia,Norfolk,985 Ingleside Rd,,,Teens,male,,Teen 12-17,2020,11,5,3,
9585,,2020-11-05,Ohio,Cleveland,Outhwaite Ave,,,Teens,male,,Teen 12-17,2020,11,5,3,
9586,,2020-11-05,Alabama,Birmingham,800 block of 44th Pl S,,,Teens,,,Teen 12-17,2020,11,5,3,
9587,,2020-11-05,California,Long Beach,700 block of Chestnut Ave,,,Teens,,,Teen 12-17,2020,11,5,3,
9588,,2020-11-05,California,Long Beach,700 block of Chestnut Ave,,,Teens,,,Teen 12-17,2020,11,5,3,
9589,,2020-11-05,Ohio,Cincinnati,5100 block of Colerain Ave,,,Teens,female,,Teen 12-17,2020,11,5,3,
9590,,2020-11-05,Louisiana,Baton Rouge,7800 block of Nottingham St,,,Teens,male,,Teen 12-17,2020,11,5,3,
9591,,2020-11-04,California,Fresno,4700 block of E Clinton Ave,,,Teens,male,,Teen 12-17,2020,11,4,2,
9592,,2020-11-04,New Jersey,Atlantic City,100 block of N Pennsylvania Ave,,,Teens,male,,Teen 12-17,2020,11,4,2,
9593,,2020-11-04,Florida,Deltona,1100 block of W Hancock Dr,,,Teens,female,,Teen 12-17,2020,11,4,2,
9594,,2020-11-04,Delaware,Wilmington,800 block of N Pine St,,,Teens,male,,Teen 12-17,2020,11,4,2,
9595,,2020-11-04,Virginia,Manassas,8025 Ashland Ave,,,Teens,male,,Teen 12-17,2020,11,4,2,
9596,,2020-11-04,Louisiana,Baton Rouge,2200 block of 74th Ave,,,Teens,female,,Teen 12-17,2020,11,4,2,
9597,,2020-11-04,Kentucky,Louisville,3400 block of Kramers Ln,,,Teens,male,,Teen 12-17,2020,11,4,2,
9598,,2020-11-04,Kentucky,Louisville,3400 block of Kramers Ln,,,Teens,male,,Teen 12-17,2020,11,4,2,
9599,,2020-11-03,Illinois,Chicago,2600 block of S Drake Ave,,,Teens,male,,Teen 12-17,2020,11,3,1,
9600,,2020-11-03,Illinois,Chicago,2600 block of S Drake Ave,,,Teens,male,,Teen 12-17,2020,11,3,1,
9601,,2020-11-03,Nevada,Henderson,1445 Stonelake Cove Ave,,,Teens,female,Yasmeen Hawatmeh,Teen 12-17,2020,11,3,1,
9602,,2020-11-03,Louisiana,New Orleans,7200 block of Hayne Blvd,,,Teens,male,,Teen 12-17,2020,11,3,1,
9603,,2020-11-03,Illinois,Chicago,211 E 79th St,,,Teens,male,,Teen 12-17,2020,11,3,1,
9604,,2020-11-03,Pennsylvania,Philadelphia,2100 block of E Cambria St,,,Teens,female,,Teen 12-17,2020,11,3,1,
9605,,2020-11-03,Indiana,Evansville,2800 block of S Ruston Ave,,,Teens,male,,Teen 12-17,2020,11,3,1,
9606,,2020-11-03,Pennsylvania,Philadelphia,S 60th St and Sansom St,,,Teens,male,,Teen 12-17,2020,11,3,1,
9607,,2020-11-03,Pennsylvania,Philadelphia,1000 block of Chelten Ave,,,Teens,,,Teen 12-17,2020,11,3,1,
9608,,2020-11-03,Pennsylvania,Philadelphia,1000 block of Chelten Ave,,,Teens,,,Teen 12-17,2020,11,3,1,
9609,,2020-11-03,Virginia,Yorktown,100 block of Cool Ct,,,Teens,male,,Teen 12-17,2020,11,3,1,
9610,,2020-11-02,Texas,Houston,5880 Ranchester Dr,,,Teens,male,,Teen 12-17,2020,11,2,0,
9611,,2020-11-02,Texas,Corpus Christi,4000 block of MacArthur St,,,Teens,male,,Teen 12-17,2020,11,2,0,
9612,,2020-11-02,Ohio,Mansfield,136 Sturges Ave,,,Teens,,,Teen 12-17,2020,11,2,0,
9613,,2020-11-02,Indiana,Evansville,Covert Ave and S Green River Rd,,,Teens,,,Teen 12-17,2020,11,2,0,
9614,,2020-11-02,Maryland,Edgewood,800 block of W Spring Meadow Ct,,,Teens,male,,Teen 12-17,2020,11,2,0,
9615,,2020-11-02,Pennsylvania,Philadelphia,700 block of N Markoe St,,,Teens,male,,Teen 12-17,2020,11,2,0,
9616,,2020-11-02,Wisconsin,Milwaukee,N Buffum St and E Lloyd St,,,Teens,female,,Teen 12-17,2020,11,2,0,
9617,,2020-11-02,Missouri,Saint Louis,Osceola St and Nebraska Ave,,,Teens,male,,Teen 12-17,2020,11,2,0,
9618,,2020-11-02,Missouri,Saint Louis,Osceola St and Nebraska Ave,,,Teens,male,,Teen 12-17,2020,11,2,0,
9619,,2020-11-02,Minnesota,Saint Paul,600 block of W Minnehaha Ave,,,Teens,male,,Teen 12-17,2020,11,2,0,
9620,,2020-11-02,Pennsylvania,Harrisburg,Curtin St and Brensinger Al,,,Teens,male,,Teen 12-17,2020,11,2,0,
9621,,2020-11-01,Arkansas,North Little Rock,I-30,,,Teens,male,Terrell Wilson,Teen 12-17,2020,11,1,6,
9622,,2020-11-01,Iowa,Akron,13184 Evergreen Ave,,,Teens,,,Teen 12-17,2020,11,1,6,
9623,,2020-11-01,Louisiana,Monroe,1101 Richwood Rd,,,Teens,male,,Teen 12-17,2020,11,1,6,
9624,,2020-11-01,California,Los Banos,1704 E Pacheco Blvd,,,Teens,,,Teen 12-17,2020,11,1,6,
9625,,2020-11-01,Alabama,Clay,5900 block of Debbie Dr,,,Teens,female,,Teen 12-17,2020,11,1,6,
9626,,2020-11-01,Missouri,Saint Louis,N 14th St and Pine St,,,Teens,female,,Teen 12-17,2020,11,1,6,
9627,,2020-10-31,Texas,Houston,9550 Long Point Rd,,,Teens,female,,Teen 12-17,2020,10,31,5,
9628,,2020-10-31,Virginia,Richmond (North Chesterfield),6000 block of Cricklewood Dr,,,Teens,male,,Teen 12-17,2020,10,31,5,
9629,,2020-10-31,Virginia,Richmond (North Chesterfield),6000 block of Cricklewood Dr,,,Teens,male,,Teen 12-17,2020,10,31,5,
9630,,2020-10-31,New York,Corona (Queens),260 Beach 81st St,,,Teens,male,,Teen 12-17,2020,10,31,5,
9631,,2020-10-31,New York,Amityville (North Amityville),Warren St and 45th St,,,Teens,male,,Teen 12-17,2020,10,31,5,
9632,,2020-10-31,Wisconsin,Madison,7012 Tree Ln A,,,Teens,male,,Teen 12-17,2020,10,31,5,
9633,,2020-10-31,Louisiana,Bossier City,1300 block of Meadowview Dr,,,Teens,male,,Teen 12-17,2020,10,31,5,
9634,,2020-10-31,New York,Brooklyn,721 Willoughby Ave,,,Teens,female,,Teen 12-17,2020,10,31,5,
9635,,2020-10-31,Arizona,Phoenix,S 19th Ave and W Lower Buckeye Rd,,,Teens,female,,Teen 12-17,2020,10,31,5,
9636,,2020-10-31,Arizona,Phoenix,S 19th Ave and W Lower Buckeye Rd,,,Teens,male,,Teen 12-17,2020,10,31,5,
9637,,2020-10-31,Florida,Greenacres,5000 Block of Northern Lights Dr,,,Teens,male,,Teen 12-17,2020,10,31,5,
9638,,2020-10-31,North Carolina,Fayetteville,Glen Reilly Dr,,,Teens,female,,Teen 12-17,2020,10,31,5,
9639,,2020-10-31,Utah,Salt Lake City (West Valley City),3800 S and Hawkeye Dr W,,,Teens,male,,Teen 12-17,2020,10,31,5,
9640,,2020-10-31,California,Artesia,11900 block of 168th St,,,Teens,male,,Teen 12-17,2020,10,31,5,
9641,,2020-10-31,Wisconsin,Milwaukee,1100 block of N 18th St,,,Teens,male,,Teen 12-17,2020,10,31,5,
9642,,2020-10-31,Wisconsin,Milwaukee,3500 block of N 13th St,,,Teens,male,,Teen 12-17,2020,10,31,5,
9643,,2020-10-31,Kansas,Topeka,1300 block of NW Eugene St,,,Teens,male,Jose Garcia,Teen 12-17,2020,10,31,5,
9644,,2020-10-31,Kansas,Topeka,1300 block of NW Eugene St,,,Teens,,,Teen 12-17,2020,10,31,5,
9645,,2020-10-31,Kansas,Topeka,1300 block of NW Eugene St,,,Teens,,,Teen 12-17,2020,10,31,5,
9646,,2020-10-31,Illinois,Chicago,3800 block of W Augusta Blvd,,,Teens,male,,Teen 12-17,2020,10,31,5,
9647,,2020-10-31,Pennsylvania,Pittsburgh,95 Beltzhoover Ave,,,Teens,male,,Teen 12-17,2020,10,31,5,
9648,,2020-10-31,Louisiana,Lafayette,900 block of W Simcoe St,,,Teens,male,,Teen 12-17,2020,10,31,5,
9649,,2020-10-30,California,Vallejo,I-80,,,Teens,male,,Teen 12-17,2020,10,30,4,
9650,,2020-10-30,Virginia,Richmond,2800 block of Creekview Dr,,,Teens,male,,Teen 12-17,2020,10,30,4,
9651,,2020-10-30,Illinois,Chicago,4932 S Tripp Ave,,,Teens,male,,Teen 12-17,2020,10,30,4,
9652,,2020-10-30,Illinois,Chicago,11613 S Vincennes Ave,,,Teens,male,,Teen 12-17,2020,10,30,4,
9653,,2020-10-29,Virginia,Portsmouth,3800 block of Sugar Creek Cir,,,Teens,female,,Teen 12-17,2020,10,29,3,
9654,,2020-10-29,Illinois,Chicago,1100 block of W 111th Pl,,,Teens,male,,Teen 12-17,2020,10,29,3,
9655,,2020-10-29,Ohio,Portsmouth,1400 block of Robinson Ave,,,Teens,male,,Teen 12-17,2020,10,29,3,
9656,,2020-10-29,Virginia,Roanoke,2500 block of Melrose Ave NW,,,Teens,male,,Teen 12-17,2020,10,29,3,
9657,,2020-10-29,North Carolina,Winston Salem (Winston-salem),200 block of Village Creek Ct,,,Teens,,,Teen 12-17,2020,10,29,3,
9658,,2020-10-29,Indiana,Indianapolis,6200 block of Brookline Dr,,,Teens,male,,Teen 12-17,2020,10,29,3,
9659,,2020-10-29,Virginia,South Boston,1900 block of Farragut Ave,,,Teens,male,,Teen 12-17,2020,10,29,3,
9660,,2020-10-29,Ohio,Cincinnati,1200 block of 1st Ave,,,Teens,male,,Teen 12-17,2020,10,29,3,
9661,,2020-10-29,California,Bakersfield,Hahn Ave and Estero St,,,Teens,male,,Teen 12-17,2020,10,29,3,
9662,,2020-10-28,New York,Brooklyn,436 E 26th St,,,Teens,male,,Teen 12-17,2020,10,28,2,
9663,,2020-10-28,Virginia,Norfolk,2863 Early St,,,Teens,male,,Teen 12-17,2020,10,28,2,
9664,,2020-10-28,Pennsylvania,Philadelphia,4600 block of Penn St,,,Teens,male,,Teen 12-17,2020,10,28,2,
9665,,2020-10-28,Maryland,Baltimore,3600 block of 5th St,,,Teens,male,,Teen 12-17,2020,10,28,2,
9666,,2020-10-28,District of Columbia,Washington,2100 block of Alabama Ave SE,,,Teens,male,,Teen 12-17,2020,10,28,2,
9667,,2020-10-28,District of Columbia,Washington,200 block of 43rd St NE,,,Teens,male,,Teen 12-17,2020,10,28,2,
9668,,2020-10-28,Illinois,Chicago,241 N Long Ave,,,Teens,male,,Teen 12-17,2020,10,28,2,
9669,,2020-10-28,Virginia,Virginia Beach,5500 block of Baccalaureate Dr,,,Teens,,,Teen 12-17,2020,10,28,2,
9670,,2020-10-27,Pennsylvania,Philadelphia,400 block of Comly St,,,Teens,male,,Teen 12-17,2020,10,27,1,
9671,,2020-10-27,Pennsylvania,Philadelphia,,,,Teens,male,,Teen 12-17,2020,10,27,1,
9672,,2020-10-27,Pennsylvania,Philadelphia,800 block of Cecil St,,,Teens,male,,Teen 12-17,2020,10,27,1,
9673,,2020-10-27,Pennsylvania,Philadelphia,Castor Ave and Aramingo Ave,,,Teens,female,,Teen 12-17,2020,10,27,1,
9674,,2020-10-27,New Jersey,Seaside Park,I St and N Ocean Ave,,,Teens,male,,Teen 12-17,2020,10,27,1,
9675,,2020-10-27,Alabama,Montgomery,2200 block of Semmes Dr,,,Teens,male,,Teen 12-17,2020,10,27,1,
9676,,2020-10-27,Arizona,Camp Verde,541 W Finnie Flat Rd,,,Teens,male,,Teen 12-17,2020,10,27,1,
9677,,2020-10-26,Louisiana,Baton Rouge,E State St and Highland Rd,,,Teens,female,,Teen 12-17,2020,10,26,0,
9678,,2020-10-26,Tennessee,Knoxville,Rosedale Ave and Dandridge Ave,,,Teens,male,,Teen 12-17,2020,10,26,0,
9679,,2020-10-26,Illinois,Champaign,W William St and Holiday Dr,,,Teens,male,,Teen 12-17,2020,10,26,0,
9680,,2020-10-26,Wisconsin,Milwaukee,E Brady St and N Warren Ave,,,Teens,male,,Teen 12-17,2020,10,26,0,
9681,,2020-10-26,Florida,Spring Hill,S Delaware Ave,,,Teens,male,,Teen 12-17,2020,10,26,0,
9682,,2020-10-26,Florida,Jacksonville,Willow Branch Ave and Forbes St,,,Teens,male,,Teen 12-17,2020,10,26,0,
9683,,2020-10-26,New Jersey,Paterson,,,,Teens,,,Teen 12-17,2020,10,26,0,
9684,,2020-10-26,Alabama,Bessemer,6th Ave and 15th St,,,Teens,male,,Teen 12-17,2020,10,26,0,
9685,,2020-10-26,Alabama,Bessemer,6th Ave and 15th St,,,Teens,male,,Teen 12-17,2020,10,26,0,
9686,,2020-10-26,Pennsylvania,Allentown,4th St and Gordon St,,,Teens,male,,Teen 12-17,2020,10,26,0,
9687,,2020-10-25,Texas,San Antonio,2800 block of W Hutchins Pl,,,Teens,female,,Teen 12-17,2020,10,25,6,
9688,,2020-10-25,Indiana,Gary,3700 block of Monroe St,,,Teens,male,,Teen 12-17,2020,10,25,6,
9689,,2020-10-25,Indiana,Gary,1300 block of Johnson St,,,Teens,male,,Teen 12-17,2020,10,25,6,
9690,,2020-10-25,Wisconsin,Milwaukee,5903 N 64th St,,,Teens,female,,Teen 12-17,2020,10,25,6,
9691,,2020-10-25,Wisconsin,Milwaukee,4200 block of W Silver Spring Dr,,,Teens,female,,Teen 12-17,2020,10,25,6,
9692,,2020-10-25,Indiana,Kokomo,600 block of E Walnut St,,,Teens,male,,Teen 12-17,2020,10,25,6,
9693,,2020-10-25,Maryland,Temple Hills,Saint Moritz Dr and Fisher Rd,,,Teens,male,,Teen 12-17,2020,10,25,6,
9694,,2020-10-25,Louisiana,Simmesport,,,,Teens,male,,Teen 12-17,2020,10,25,6,
9695,,2020-10-25,Louisiana,Shreveport,4923 Monkhouse Dr,,,Teens,male,,Teen 12-17,2020,10,25,6,
9696,,2020-10-25,Louisiana,Shreveport,4923 Monkhouse Dr,,,Teens,male,,Teen 12-17,2020,10,25,6,
9697,,2020-10-25,Florida,Miami (Goulds),11341 SW 216th St,,,Teens,,,Teen 12-17,2020,10,25,6,
9698,,2020-10-25,Florida,Miami (Goulds),11341 SW 216th St,,,Teens,,,Teen 12-17,2020,10,25,6,
9699,,2020-10-24,Kentucky,Louisville,600 block of Rubel Ave,,,Teens,female,,Teen 12-17,2020,10,24,5,
9700,,2020-10-24,Virginia,Norfolk,7900 block of Diggs Rd,,,Teens,,,Teen 12-17,2020,10,24,5,
9701,,2020-10-24,Illinois,Waukegan,300 block of S Genesee St,,,Teens,male,,Teen 12-17,2020,10,24,5,
9702,,2020-10-24,District of Columbia,Washington,2700 block of Bruce Pl SE,,,Teens,male,,Teen 12-17,2020,10,24,5,
9703,,2020-10-24,Delaware,Wilmington,700 block of N Madison St,,,Teens,male,,Teen 12-17,2020,10,24,5,
9704,,2020-10-23,Virginia,Alexandria,1800 block of Diagonal Rd,,,Teens,male,,Teen 12-17,2020,10,23,4,
9705,,2020-10-23,Colorado,Colorado Springs,1800 block of Doherty Rd,,,Teens,male,,Teen 12-17,2020,10,23,4,
9706,,2020-10-23,Missouri,Saint Louis,4200 block of E Ashland Ave,,,Teens,female,,Teen 12-17,2020,10,23,4,
9707,,2020-10-23,North Carolina,Fairmont,NC-41 and Turkey Branch Rd,,,Teens,male,,Teen 12-17,2020,10,23,4,
9708,,2020-10-23,Ohio,Cincinnati,11700 Princeton Pike,,,Teens,female,,Teen 12-17,2020,10,23,4,
9709,,2020-10-23,Texas,Houston,6700 Wanda Ln,,,Teens,male,,Teen 12-17,2020,10,23,4,
9710,,2020-10-23,Maryland,Baltimore,1600 block of Normal Ave,,,Teens,male,,Teen 12-17,2020,10,23,4,
9711,,2020-10-23,New York,New York (Manhattan),425 W 25th St,,,Teens,male,,Teen 12-17,2020,10,23,4,
9712,,2020-10-23,New York,Bronx,E Gun Hill Rd,,,Teens,male,,Teen 12-17,2020,10,23,4,
9713,,2020-10-22,Minnesota,Minneapolis,,,,Teens,male,,Teen 12-17,2020,10,22,3,
9714,,2020-10-22,Pennsylvania,Philadelphia,S 62nd St and Pine St,,,Teens,male,,Teen 12-17,2020,10,22,3,
9715,,2020-10-22,Missouri,Saint Louis,3100 block of Bent Ave,,,Teens,male,,Teen 12-17,2020,10,22,3,
9716,,2020-10-22,Texas,Houston,10000 N Eldridge Pkwy,,,Teens,male,,Teen 12-17,2020,10,22,3,
9717,,2020-10-22,Maryland,Baltimore,900 block of Poplar Grove St,,,Teens,male,,Teen 12-17,2020,10,22,3,
9718,,2020-10-22,Pennsylvania,Philadelphia,700 block of N Markoe St,,,Teens,male,,Teen 12-17,2020,10,22,3,
9719,,2020-10-22,Virginia,Woodbridge (Dale City),Van Buren Rd and Cardinal Dr,,,Teens,male,,Teen 12-17,2020,10,22,3,
9720,,2020-10-21,Georgia,Atlanta,600 block of Amal Dr,,,Teens,male,,Teen 12-17,2020,10,21,2,
